                    Time	   NJacEvals	    NRhsEvals
            64.0400226755	            7           77
           123.1022945940	            7           77
           181.6083028215	            7           77
           257.0738778709	            8           88
           324.9553715136	            8           88
           385.2527837496	            8           88
           445.5501959856	            8           88
           523.6060875951	            8           88
           571.5132730866	            8           88
           619.4204585782	            8           88
           667.3276440697	            8           88
           763.1420150528	            8           88
           838.9008579214	            8           88
           914.6597007900	            8           88
           990.4185436587	            8           88
          1066.1773865273	            8           88
          1141.9362293960	            8           88
          1217.6950722646	            8           88
          1337.0033502887	            8           88
          1456.3116283127	            8           88
          1575.6199063368	            8           88
          1694.9281843609	            8           88
          1814.2364623849	            8           88
          1933.5447404090	            8           88
          2120.8654821445	            8           88
          2308.1862238800	            8           88
          2495.5069656155	            8           88
          2682.8277073510	            8           88
          2870.1484490865	            8           88
          3057.4691908220	            8           88
          3351.2399116826	            8           88
          3645.0106325433	            8           88
          7591.0881173553	            8           88
         11263.4184556980	            8           88
         14442.6760430689	            9           99
         18109.8633226223	            9           99
         22932.2590824735	            9           99
         26532.2590824735	            9           99
         30132.2590824735	            9           99
         33732.2590824735	            9           99
         37332.2590824735	            9           99
         40932.2590824735	            9           99
         44532.2590824735	            9           99
         48132.2590824735	            9           99
         51732.2590824735	            9           99
         55332.2590824735	            9           99
         58932.2590824735	            9           99
         62532.2590824735	            9           99
         66132.2590824735	            9           99
         69732.2590824735	            9           99
         73332.2590824735	            9           99
         76932.2590824735	            9           99
         80532.2590824735	            9           99
         84132.2590824735	            9           99
         87732.2590824735	            9           99
         91332.2590824735	            9           99
         94932.2590824735	            9           99
         98532.2590824735	            9           99
        102132.2590824735	            9           99
        105732.2590824735	            9           99
        109332.2590824735	            9           99
        112932.2590824735	            9           99
        116532.2590824735	            9           99
        120132.2590824735	            9           99
        123732.2590824735	            9           99
        127332.2590824735	            9           99
        130932.2590824735	           10          110
        134532.2590824735	           10          110
        138132.2590824735	           10          110
        141732.2590824735	           10          110
        145332.2590824735	           10          110
        148932.2590824735	           10          110
        152532.2590824735	           10          110
        156132.2590824735	           10          110
        159732.2590824735	           10          110
        163332.2590824735	           10          110
        166932.2590824735	           10          110
        170532.2590824735	           10          110
        174132.2590824735	           10          110
        177732.2590824735	           10          110
        181332.2590824735	           10          110
        184932.2590824735	           10          110
        188532.2590824735	           10          110
        192132.2590824735	           10          110
        195732.2590824735	           10          110
        199332.2590824735	           10          110
        202932.2590824735	           10          110
        206532.2590824735	           10          110
        210132.2590824735	           10          110
        213732.2590824735	           10          110
        217332.2590824735	           10          110
        220932.2590824735	           10          110
        224532.2590824735	           10          110
        228132.2590824735	           10          110
        231732.2590824735	           10          110
        235332.2590824735	           10          110
        238932.2590824735	           11          121
        242532.2590824735	           11          121
        246132.2590824735	           11          121
        249732.2590824735	           11          121
        253332.2590824735	           11          121
        256932.2590824735	           11          121
        260532.2590824735	           11          121
        264132.2590824735	           11          121
        267732.2590824735	           11          121
        271332.2590824735	           11          121
        274932.2590824735	           11          121
        278532.2590824735	           11          121
        282132.2590824735	           11          121
        285732.2590824735	           11          121
        289332.2590824735	           11          121
        292932.2590824735	           11          121
        296532.2590824735	           11          121
        300132.2590824735	           11          121
        303732.2590824735	           11          121
        307332.2590824735	           11          121
        310932.2590824735	           11          121
        314532.2590824735	           11          121
        318132.2590824735	           11          121
        321732.2590824735	           11          121
        325332.2590824735	           11          121
        328932.2590824735	           11          121
        332532.2590824735	           11          121
        336132.2590824735	           11          121
        339732.2590824735	           11          121
        343332.2590824735	           11          121
        346932.2590824735	           12          132
        350532.2590824735	           12          132
        354132.2590824735	           12          132
        357732.2590824735	           12          132
        361332.2590824735	           12          132
        364932.2590824735	           12          132
        368532.2590824735	           12          132
        372132.2590824735	           12          132
        375732.2590824735	           12          132
        379332.2590824735	           12          132
        382932.2590824735	           12          132
        386532.2590824735	           12          132
        390132.2590824735	           12          132
        393732.2590824735	           12          132
        397332.2590824735	           12          132
        400932.2590824735	           12          132
        404532.2590824735	           12          132
        408132.2590824735	           12          132
        411732.2590824735	           12          132
        415332.2590824735	           12          132
        418932.2590824735	           12          132
        422532.2590824735	           12          132
        426132.2590824735	           12          132
        429732.2590824735	           12          132
        433332.2590824735	           12          132
