                 Time [s]	     Steps	  RhsEvals	 LinSetups	  NIters	 NConvFails	  NErrFails	 Order	  StepSize [s]
        257390.9675397725	       297	       342	        50	     340	          0	          6	     5	   1800.000000
        260990.9675397725	       299	       344	        50	     342	          0	          6	     5	   1800.000000
        264590.9675397725	       301	       346	        51	     344	          0	          6	     5	   1800.000000
        268190.9675397725	       303	       348	        51	     346	          0	          6	     5	   1800.000000
        271790.9675397725	       305	       350	        51	     348	          0	          6	     5	   1800.000000
        275390.9675397725	       307	       352	        51	     350	          0	          6	     5	   1800.000000
        278990.9675397725	       309	       354	        51	     352	          0	          6	     5	   1800.000000
        282590.9675397725	       311	       356	        51	     354	          0	          6	     5	   1800.000000
        286190.9675397725	       313	       358	        51	     356	          0	          6	     5	   1800.000000
        289790.9675397725	       315	       360	        51	     358	          0	          6	     5	   1800.000000
        293390.9675397725	       317	       362	        51	     360	          0	          6	     5	   1800.000000
        296990.9675397725	       319	       364	        51	     362	          0	          6	     5	   1800.000000
        300590.9675397725	       321	       366	        52	     364	          0	          6	     5	   1800.000000
        304190.9675397725	       323	       368	        52	     366	          0	          6	     5	   1800.000000
        307790.9675397725	       325	       370	        52	     368	          0	          6	     5	   1800.000000
        311390.9675397725	       327	       372	        52	     370	          0	          6	     5	   1800.000000
        314990.9675397725	       329	       374	        52	     372	          0	          6	     5	   1800.000000
        318590.9675397725	       331	       376	        52	     374	          0	          6	     5	   1800.000000
        322190.9675397725	       333	       378	        52	     376	          0	          6	     5	   1800.000000
        325790.9675397725	       335	       380	        52	     378	          0	          6	     5	   1800.000000
        329390.9675397725	       337	       382	        52	     380	          0	          6	     5	   1800.000000
        332990.9675397725	       339	       384	        52	     382	          0	          6	     5	   1800.000000
        336590.9675397725	       341	       386	        53	     384	          0	          6	     5	   1800.000000
        340190.9675397725	       343	       388	        53	     386	          0	          6	     5	   1800.000000
        343790.9675397725	       345	       390	        53	     388	          0	          6	     5	   1800.000000
        347390.9675397725	       347	       392	        53	     390	          0	          6	     5	   1800.000000
        350990.9675397725	       349	       394	        53	     392	          0	          6	     5	   1800.000000
        354590.9675397725	       351	       396	        53	     394	          0	          6	     5	   1800.000000
        358190.9675397725	       353	       398	        53	     396	          0	          6	     5	   1800.000000
        361790.9675397725	       355	       400	        53	     398	          0	          6	     5	   1800.000000
        365390.9675397725	       357	       402	        53	     400	          0	          6	     5	   1800.000000
        368990.9675397725	       359	       404	        53	     402	          0	          6	     5	   1800.000000
        372590.9675397725	       361	       406	        54	     404	          0	          6	     5	   1800.000000
        376190.9675397725	       363	       408	        54	     406	          0	          6	     5	   1800.000000
        379790.9675397725	       365	       410	        54	     408	          0	          6	     5	   1800.000000
        383390.9675397725	       367	       412	        54	     410	          0	          6	     5	   1800.000000
        386990.9675397725	       369	       414	        54	     412	          0	          6	     5	   1800.000000
        390590.9675397725	       371	       416	        54	     414	          0	          6	     5	   1800.000000
        394190.9675397725	       373	       418	        54	     416	          0	          6	     5	   1800.000000
        397790.9675397725	       375	       420	        54	     418	          0	          6	     5	   1800.000000
        401390.9675397725	       377	       422	        54	     420	          0	          6	     5	   1800.000000
        404990.9675397725	       379	       424	        54	     422	          0	          6	     5	   1800.000000
        408590.9675397725	       381	       426	        55	     424	          0	          6	     5	   1800.000000
        412190.9675397725	       383	       428	        55	     426	          0	          6	     5	   1800.000000
        415790.9675397725	       385	       430	        55	     428	          0	          6	     5	   1800.000000
        419390.9675397725	       387	       432	        55	     430	          0	          6	     5	   1800.000000
        422990.9675397725	       389	       434	        55	     432	          0	          6	     5	   1800.000000
        426590.9675397725	       391	       436	        55	     434	          0	          6	     5	   1800.000000
        430190.9675397725	       393	       438	        55	     436	          0	          6	     5	   1800.000000
        433790.9675397725	       395	       440	        55	     438	          0	          6	     5	   1800.000000
